490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCHH)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CCHH)(CH3){1|H<1>,3|C<3>}	H(CC[5]HH)	109.4742	0.043	18	109.4742	0.043	18     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[5]HH)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[5]HH)(CH3){1|C<4>,1|H<1>,2|C<3>}	H(CC[5]HH)	109.4630	0.055	6	109.4630	0.055	6     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[6a]CC)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[6a]CC)(CH3){1|H<1>,3|C<3>}	H(CC[5]HH)	109.4837	0.035	6	109.4837	0.035	6     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[6a]HH)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CC[6a]HH)(CH3){1|C<4>,1|H<1>,2|C<3>}	H(CC[5]HH)	109.4530	0.019	3	109.4530	0.019	3     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CHHS)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(CHHS)(CH3){1|C<4>,1|H<1>,2|C<3>}	H(CC[5]HH)	109.4687	0.024	3	109.4687	0.024	3     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]O)(CCHH)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]O)(CCHH)(CH3){1|H<1>,2|C<3>}	H(CC[5]HH)	109.4850	0.033	3	109.4850	0.033	3     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]O)(CC[6a]CH)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]O[5]O)(CC[6a]CH)(CH3){1|H<1>,2|C<3>}	H(CC[5]HH)	109.4835	0.023	4	109.4835	0.023	4     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]P[5]N)(CH3)2	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]P[5]N)(CH3)2{1|H<1>,4|C<3>}	H(CC[5]HH)	109.4912	0.038	5	109.4912	0.038	5     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[6a,6a]C[5,6a])(C[5]N[5]C)(CH3)2	H(CC[5]HH)	C(C[5]C[5,6a]C[5]C)(H)3	C[5](C[5,6a]C[6a,6a]C[5,6a])(C[5]N[5]C)(CH3)2{1|C<4>,3|C<3>}	H(CC[5]HH)	109.4736	0.044	21	109.4736	0.044	21     109.4577       1.357      255      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:P-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]P)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]H)(PC[6a]2S)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]P)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]H)(PC[6a]2S)(CH3){1|H<1>,1|P<4>,2|C<3>}	H(CC[5]HH)	109.4640	0.014	2	109.4640	0.014	2     109.4837       0.025      7      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[5]-3:P-4:C-4:	C-4:	C(C[5]C[5,6a]C[5]P)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]Pd)(PC[6a]2S)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[5]P)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[5]C[5]Pd)(PC[6a]2S)(CH3){1|H<1>,1|P<4>,2|C<3>}	H(CC[5]HH)	109.4916	0.025	5	109.4916	0.025	5     109.4837       0.025      7      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[6a]-3:C[5]-4:C-4:	C-4:	C(C[5]C[5,6a]C[6a]C[5])(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[6a]C[6a]2)(C[5]C[5]HH)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[6a]C[5])(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[6a]C[6a]2)(C[5]C[5]HH)(CH3){1|C<4>,2|H<1>,6|C<3>}	H(CC[5]HH)	109.5057	0.093	3	109.4658	0.050	13     109.4658       0.050      13      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[6a]-3:C[5]-4:C-4:	C-4:	C(C[5]C[5,6a]C[6a]C[5])(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[6a]C[6a]2)(C[5]C[5]HH)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[6a]C[5])(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[6a]C[6a]2)(C[5]C[5]HH)(CH3){2|Br<1>,1|H<1>,2|C<4>,4|C<3>}	H(CC[5]HH)	109.4430	0.043	3	109.4658	0.050	13     109.4658       0.050      13      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:C[6a]-3:C[5]-4:C-4:	C-4:	C(C[5]C[5,6a]C[6a]C[5])(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[6a]C[6a]2)(C[5]C[5]HH)(CH3)	H(CC[5]HH)	C(C[5]C[5,6a]C[6a]C[5])(H)3	C[5](C[5,6a]C[5,6a]C[6a])(C[6a]C[6a]2)(C[5]C[5]HH)(CH3){2|C<4>,3|H<1>,4|C<3>}	H(CC[5]HH)	109.4586	0.019	7	109.4658	0.050	13     109.4658       0.050      13      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]C)(CH3)2	H(CC[5]HH)	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]C)(CH3)2{1|H<1>,1|O<1>,2|C<3>}	H(CC[5]HH)	109.4628	0.024	5	109.4628	0.024	5     109.4546       0.086      100      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]O)(CH3)2{1|H<1>,2|C<3>,2|C<4>}	H(CC[5]HH)	109.4497	0.102	65	109.4529	0.096	75     109.4546       0.086      100      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]O)(CH3)2{2|C<4>,3|C<3>}	H(CC[5]HH)	109.4738	0.039	10	109.4529	0.096	75     109.4546       0.086      100      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]P)(CH3)2	H(CC[5]HH)	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[5]P)(CH3)2{1|H<1>,2|C<3>,2|C<4>}	H(CC[5]HH)	109.4751	0.035	10	109.4751	0.035	10     109.4546       0.086      100      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(CH3)2	H(CC[5]HH)	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(CH3)2{1|Pd<3>,1|H<1>,4|C<3>}	H(CC[5]HH)	109.4488	0.046	5	109.4431	0.061	10     109.4546       0.086      100      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6a]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(CH3)2	H(CC[5]HH)	C(C[5]C[5,6a]N[5]C)(H)3	C[5](C[5,6a]C[5,6a]C[6a])(N[5]C[6a]C[5])(CH3)2{1|Pd<4>,1|H<1>,4|C<3>}	H(CC[5]HH)	109.4374	0.078	5	109.4431	0.061	10     109.4546       0.086      100      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5,5]O)(C[5]N[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5,5]O)(C[5]N[5]O)(CH3)2{1|O<2>,2|C<4>}	H(CC[5]HH)	109.4731	0.024	7	109.4731	0.024	7     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5,6]C)(C[5]C[5,6]H)(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5,6]C)(C[5]C[5,6]H)(CH3)2{2|C<4>}	H(CC[5]HH)	109.4574	0.022	5	109.4574	0.022	5     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]Br)(C[5]C[5]H)(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]Br)(C[5]C[5]H)(CH3)2{1|C<3>,1|H<1>}	H(CC[5]HH)	109.4696	0.037	5	109.4696	0.037	5     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)(C[5]C[5]O)(CCHH)(CH3)	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)(C[5]C[5]O)(CCHH)(CH3){1|C<3>,1|C<4>,2|H<1>}	H(CC[5]HH)	109.4873	0.499	3	109.4635	0.319	6     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)(C[5]C[5]O)(CCHH)(CH3)	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)(C[5]C[5]O)(CCHH)(CH3){1|C<3>,2|C<4>}	H(CC[5]HH)	109.4397	0.056	3	109.4635	0.319	6     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)(C[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)(C[5]C[5]O)(CH3)2{2|C<3>}	H(CC[5]HH)	109.4593	0.019	3	109.4593	0.019	3     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)2(CCHH)(CH3)	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)2(CCHH)(CH3){1|O<1>,1|O<2>}	H(CC[5]HH)	109.4680	0.000	1	109.4680	0.000	1     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)2(CLaSS)(CH3)	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]C)2(CLaSS)(CH3){2|C<4>}	H(CC[5]HH)	109.4593	0.089	3	109.4593	0.089	3     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]H)(C[5]O[5]O)(CCHO)(CH3)	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]H)(C[5]O[5]O)(CCHO)(CH3){1|C<4>}	H(CC[5]HH)	109.5277	0.033	3	109.5277	0.033	3     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)(C[5]N[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)(C[5]N[5]O)(CH3)2{1|C<3>,1|C<4>,1|H<1>}	H(CC[5]HH)	109.4764	0.041	5	109.4648	0.039	20     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)(C[5]N[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)(C[5]N[5]O)(CH3)2{1|C<3>,1|N<2>}	H(CC[5]HH)	109.4452	0.045	5	109.4648	0.039	20     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)(C[5]N[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)(C[5]N[5]O)(CH3)2{3|H<1>}	H(CC[5]HH)	109.4689	0.035	10	109.4648	0.039	20     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)2(CC[6a]HH)(CH3)	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)2(CC[6a]HH)(CH3){1|C<4>,3|H<1>}	H(CC[5]HH)	109.4740	0.048	3	109.4740	0.048	3     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)2(CHHO)(CH3)	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)2(CHHO)(CH3){2|C<4>,2|H<1>}	H(CC[5]HH)	109.4380	0.028	3	109.4380	0.028	3     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)2(CN[5]HH)(CH3)	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5]O)2(CN[5]HH)(CH3){2|C<4>}	H(CC[5]HH)	110.1847	2.323	3	110.1847	2.323	3     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5a]C[5])2(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[5a]C[5])2(CH3)2{2|C<3>,2|H<1>,2|O<2>}	H(CC[5]HH)	109.4701	0.036	10	109.4701	0.036	10     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[6a]C[5])(C[5]N[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[6a]C[5])(C[5]N[5]O)(CH3)2{1|N<2>,3|C<3>}	H(CC[5]HH)	109.4714	0.021	5	109.4714	0.021	5     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:C[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]2C)(H)3	C[5](C[5]C[6a]C[5])2(CH3)2	H(CC[5]HH)	C(C[5]C[5]2C)(H)3	C[5](C[5]C[6a]C[5])2(CH3)2{2|H<1>,4|C<3>}	H(CC[5]HH)	109.4853	0.025	4	109.4853	0.025	4     109.4953       0.401      81      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]C)(N[5]C[5]C)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]C)(N[5]C[5]C)(CH3)2{1|C<3>,1|H<1>}	H(CC[5]HH)	109.4318	0.055	5	109.4318	0.055	5     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]C)(N[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]C)(N[5]C[5]O)(CH3)2{1|H<1>,2|C<4>}	H(CC[5]HH)	109.4530	0.045	27	109.4530	0.045	27     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]C[6])(N[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]C[6])(N[5]C[5]O)(CH3)2{1|S<2>,2|H<1>,3|C<4>}	H(CC[5]HH)	109.4773	0.376	6	109.4773	0.376	6     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]H)(N[5]C[5]C)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]H)(N[5]C[5]C)(CH3)2{1|H<1>,1|O<1>}	H(CC[5]HH)	109.4922	0.052	8	109.4922	0.052	8     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]H)(N[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]H)(N[5]C[5]O)(CH3)2{1|C<2>,2|C<4>}	H(CC[5]HH)	109.4773	0.026	3	109.4750	0.295	34     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]H)(N[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]H)(N[5]C[5]O)(CH3)2{1|C<3>,2|C<4>}	H(CC[5]HH)	109.4734	0.104	25	109.4750	0.295	34     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]H)(N[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]H)(N[5]C[5]O)(CH3)2{3|C<4>}	H(CC[5]HH)	109.4803	0.722	6	109.4750	0.295	34     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]N)(N[5]C[5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]C[5]N)(N[5]C[5]O)(CH3)2{1|N<3>,2|C<4>}	H(CC[5]HH)	110.6913	1.580	6	110.6913	1.580	6     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]N[5,5]O)(N[5]C[5,5]H)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]N[5,5]O)(N[5]C[5,5]H)(CH3)2{1|C<3>,1|C<4>,1|H<1>}	H(CC[5]HH)	109.4794	0.055	10	109.4794	0.055	10     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]N[5,5]O)(N[5]C[5,5]O)(CH3)2	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]N[5,5]O)(N[5]C[5,5]O)(CH3)2{1|C<3>,1|C<4>,1|H<1>}	H(CC[5]HH)	109.4722	0.046	10	109.4722	0.046	10     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]N[5]O)(N[5]C[5]H)(CCCH)(CH3)	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]N[5]O)(N[5]C[5]H)(CCCH)(CH3){1|C<3>,2|H<1>}	H(CC[5]HH)	109.4903	0.485	3	109.4719	0.210	13     109.5151       0.402      158      109.4650     0.756     1026
490	474	690	4:1:1:1:	3:3:4:4:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-3:N[5]-3:C-4:C-4:	C-4:	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]N[5]O)(N[5]C[5]H)(CCCH)(CH3)	H(CC[5]HH)	C(C[5]C[5]N[5]C)(H)3	C[5](C[5]N[5]O)(N[5]C[5]H)(CCCH)(CH3){1|Co<6>,1|C<3>}	H(CC[5]HH)	109.4743	0.089	6	109.4719	0.210	13     109.5151       0.402      158      109.4650     0.756     1026
