454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]C[5]S[5])(S[5]C[5])2	C[5](C[5]S[5]I)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|C<3>,1|I<1>,1|S<2>}	C[5](C[5]C[5]S[5])(S[5]C[5])2{1|C<3>,1|H<1>,1|I<1>,1|O<1>,1|S<2>}	C[5](C[5]S[5]I)(S[5]C[5])(H){1|C<3>}	95.8321	0.000	1	95.8321	0.000	1     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]C[4a]S[5])(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|C<3>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|H<1>,3|C<3>}	C[5](C[5]C[4a]S[5])(S[5]C[5])(H){3|C<3>}	95.3840	0.000	1	95.3840	0.000	1     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]C[6]S[5])(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|C<3>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|H<1>,3|C<3>}	C[5](C[5]C[6]S[5])(S[5]C[5])(H){3|C<3>}	94.9316	0.430	3	94.9316	0.430	3     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]C[6a]S[5])(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|C<3>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|H<1>,3|C<3>}	C[5](C[5]C[6a]S[5])(S[5]C[5])(H){3|C<3>}	95.3777	0.600	11	95.3777	0.600	11     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]C)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|C<2>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|C<2>,1|H<1>,2|C<3>}	C[5](C[5]S[5]C)(S[5]C[5])(H){1|C<3>}	93.2687	2.704	2	94.6714	0.818	35     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]C)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|C<3>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|H<1>,3|C<3>}	C[5](C[5]S[5]C)(S[5]C[5])(H){1|C<3>}	94.7862	0.623	28	94.6714	0.818	35     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]C)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|C<4>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|C<4>,1|H<1>,2|C<3>}	C[5](C[5]S[5]C)(S[5]C[5])(H){1|C<3>}	94.5897	0.393	5	94.6714	0.818	35     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|H<1>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{2|C<3>,2|H<1>}	C[5](C[5]S[5]H)(S[5]C[5])(H){1|C<3>}	94.8051	0.530	371	94.8051	0.530	371     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]I)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|I<1>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|H<1>,1|I<1>,2|C<3>}	C[5](C[5]S[5]I)(S[5]C[5])(H){1|C<3>}	95.2874	0.180	11	95.2874	0.180	11     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]S)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){3|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|H<1>,1|S<2>,2|C<3>}	C[5](C[5]S[5]S)(S[5]C[5])(H){1|C<3>}	94.8567	0.559	6	94.8567	0.559	6     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]Sb)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|Sb<3>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|Sb<3>,1|H<1>,2|C<3>}	C[5](C[5]S[5]Sb)(S[5]C[5])(H){1|C<3>}	94.8683	0.000	1	94.8683	0.000	1     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]Si)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){1|Si<4>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|Si<4>,1|H<1>,2|C<3>}	C[5](C[5]S[5]Si)(S[5]C[5])(H){1|C<3>}	95.0928	0.000	1	95.0928	0.000	1     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]S[5])(C[5]C[5]H)	C[5](C[5]Se[5]2)(S[5]C[5])2	C[5](C[5]S[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]S[5])(C[5]C[5]H){2|Se<2>,1|H<1>}	C[5](C[5]Se[5]2)(S[5]C[5])2{2|C<3>,2|H<1>}	C[5](C[5]S[5]H)(S[5]C[5])(H){1|C<3>}	94.8975	0.368	3	94.8975	0.368	3     94.8659       0.586      480      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:I-1:	S[5](C[5]C[5]S[5])(C[5]C[5]I)	C[5](C[5]C[5]S[5])(S[5]C[5])2	C[5](C[5]S[5]H)(S[5]C[5])(I)	S[5](C[5]C[5]S[5])(C[5]C[5]I){1|C<3>,1|H<1>,1|S<2>}	C[5](C[5]C[5]S[5])(S[5]C[5])2{1|C<3>,1|H<1>,1|I<1>,1|O<1>,1|S<2>}	C[5](C[5]S[5]H)(S[5]C[5])(I){1|C<3>}	94.1854	0.000	1	94.1854	0.000	1     95.2397       0.478      81      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:I-1:	S[5](C[5]C[5]S[5])(C[5]C[5]I)	C[5](C[5]C[5]S[5])(S[5]C[5])2	C[5](C[5]S[5]I)(S[5]C[5])(I)	S[5](C[5]C[5]S[5])(C[5]C[5]I){1|C<3>,1|I<1>,1|S<2>}	C[5](C[5]C[5]S[5])(S[5]C[5])2{1|C<3>,1|O<1>,1|S<2>,2|I<1>}	C[5](C[5]S[5]I)(S[5]C[5])(I){1|C<3>}	95.4650	0.280	2	95.5143	0.388	4     95.2397       0.478      81      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:I-1:	S[5](C[5]C[5]S[5])(C[5]C[5]I)	C[5](C[5]C[5]S[5])(S[5]C[5])2	C[5](C[5]S[5]I)(S[5]C[5])(I)	S[5](C[5]C[5]S[5])(C[5]C[5]I){1|C<3>,1|I<1>,1|S<2>}	C[5](C[5]C[5]S[5])(S[5]C[5])2{1|C<3>,1|S<1>,1|S<2>,2|I<1>}	C[5](C[5]S[5]I)(S[5]C[5])(I){1|C<3>}	95.5635	0.603	2	95.5143	0.388	4     95.2397       0.478      81      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:I-1:	S[5](C[5]C[5]S[5])(C[5]C[5]I)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]H)(S[5]C[5])(I)	S[5](C[5]C[5]S[5])(C[5]C[5]I){1|H<1>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|H<1>,1|I<1>,2|C<3>}	C[5](C[5]S[5]H)(S[5]C[5])(I){1|C<3>}	94.8196	0.431	14	94.8196	0.431	14     95.2397       0.478      81      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:I-1:	S[5](C[5]C[5]S[5])(C[5]C[5]I)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]I)(S[5]C[5])(I)	S[5](C[5]C[5]S[5])(C[5]C[5]I){1|I<1>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{2|C<3>,2|I<1>}	C[5](C[5]S[5]I)(S[5]C[5])(I){1|C<3>}	95.2856	0.400	55	95.2856	0.400	55     95.2397       0.478      81      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:I-1:	S[5](C[5]C[5]S[5])(C[5]C[5]I)	C[5](C[5]Se[5]2)(S[5]C[5])2	C[5](C[5]S[5]Cl)(S[5]C[5])(I)	S[5](C[5]C[5]S[5])(C[5]C[5]I){1|Cl<1>,2|Se<2>}	C[5](C[5]Se[5]2)(S[5]C[5])2{1|Cl<1>,1|I<1>,2|C<3>}	C[5](C[5]S[5]Cl)(S[5]C[5])(I){1|C<3>}	94.8626	0.000	1	94.8626	0.000	1     95.2397       0.478      81      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:I-1:	S[5](C[5]C[5]S[5])(C[5]C[5]I)	C[5](C[5]Se[5]2)(S[5]C[5])2	C[5](C[5]S[5]I)(S[5]C[5])(I)	S[5](C[5]C[5]S[5])(C[5]C[5]I){2|Se<2>,1|I<1>}	C[5](C[5]Se[5]2)(S[5]C[5])2{2|C<3>,2|I<1>}	C[5](C[5]S[5]I)(S[5]C[5])(I){1|C<3>}	95.8543	0.265	6	95.8543	0.265	6     95.2397       0.478      81      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:P-1:	S[5](C[5]C[5]S[5])(C[5]C[5]P)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]P)(S[5]C[5])(P)	S[5](C[5]C[5]S[5])(C[5]C[5]P){1|P<2>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|P<1>,1|P<2>,2|C<3>}	C[5](C[5]S[5]P)(S[5]C[5])(P){1|C<3>}	93.7856	0.000	1	93.9579	0.244	2     93.9579       0.244      2      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:P-1:	S[5](C[5]C[5]S[5])(C[5]C[5]P)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]P)(S[5]C[5])(P)	S[5](C[5]C[5]S[5])(C[5]C[5]P){1|P<3>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|P<1>,1|P<3>,2|C<3>}	C[5](C[5]S[5]P)(S[5]C[5])(P){1|C<3>}	94.1301	0.000	1	93.9579	0.244	2     93.9579       0.244      2      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:S-1:	S[5](C[5]C[5]S[5])(C[5]C[5]S)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]S)(S[5]C[5])(S)	S[5](C[5]C[5]S[5])(C[5]C[5]S){1|S<1>,2|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{2|C<3>,2|S<1>}	C[5](C[5]S[5]S)(S[5]C[5])(S){1|C<3>}	96.5301	0.584	2	96.0996	0.853	3     96.0996       0.853      3      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:S-1:	S[5](C[5]C[5]S[5])(C[5]C[5]S)	C[5](C[5]S[5]2)(S[5]C[5])2	C[5](C[5]S[5]S)(S[5]C[5])(S)	S[5](C[5]C[5]S[5])(C[5]C[5]S){3|S<2>}	C[5](C[5]S[5]2)(S[5]C[5])2{1|S<1>,1|S<2>,2|C<3>}	C[5](C[5]S[5]S)(S[5]C[5])(S){1|C<3>}	95.2384	0.000	1	96.0996	0.853	3     96.0996       0.853      3      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:Se-2:	N[5]-3:S[5]-2:O-1:	S[5](C[5]C[5]Se)(C[5]N[5]O)	C[5](C[5]N[5]Se)(S[5]C[5])(SeAu)	C[5](N[5]C[5]C)(S[5]C[5])(O)	S[5](C[5]C[5]Se)(C[5]N[5]O){1|Se<2>,1|C<4>}	C[5](C[5]N[5]Se)(S[5]C[5])(SeAu){1|C<4>,1|O<1>}	C[5](N[5]C[5]C)(S[5]C[5])(O){2|Se<2>}	92.3746	1.358	2	92.3746	1.358	2     92.3746       1.358      2      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:Se-2:	N[5]-3:S[5]-2:S-1:	S[5](C[5]C[5]Se)(C[5]N[5]S)	C[5](C[5]N[5]Se)(S[5]C[5])(SeAu)	C[5](N[5]C[5]C)(S[5]C[5])(S)	S[5](C[5]C[5]Se)(C[5]N[5]S){1|Se<2>,1|C<4>}	C[5](C[5]N[5]Se)(S[5]C[5])(SeAu){1|C<4>,1|S<1>}	C[5](N[5]C[5]C)(S[5]C[5])(S){2|Se<2>}	92.3971	0.358	2	92.3971	0.358	2     92.4102       0.291      4      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:Se-2:	N[5]-3:S[5]-2:S-1:	S[5](C[5]C[5]Se)(C[5]N[5]S)	C[5](C[5]N[5]Se)(S[5]C[5])(SeMo)	C[5](N[5]C[5]C)(S[5]C[5])(S)	S[5](C[5]C[5]Se)(C[5]N[5]S){1|Se<2>,1|C<4>}	C[5](C[5]N[5]Se)(S[5]C[5])(SeMo){1|C<4>,1|S<1>}	C[5](N[5]C[5]C)(S[5]C[5])(S){2|Se<2>}	92.4233	0.354	2	92.4233	0.354	2     92.4102       0.291      4      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5a]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5a]N[5])(C[5]C[5]H)	C[5](C[5a]C[5a]N[5a])(N[5]C[5])(S[5]C[5])	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	S[5](C[5]C[5a]N[5])(C[5]C[5]H){1|N<2>,2|C<3>}	C[5](C[5a]C[5a]N[5a])(N[5]C[5])(S[5]C[5]){1|N<3>,2|C<3>,2|H<1>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){3|C<3>}	88.9076	0.133	2	88.9076	0.133	2     88.9076       0.133      2      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[5a]-3:S[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5a]S[5])(C[5]C[5]H)	C[5](C[5a]C[5a,6a]O[5a])(S[5]C[5])2	C[5](C[5]S[5]H)(S[5]C[5])(H)	S[5](C[5]C[5a]S[5])(C[5]C[5]H){1|C<3>,1|H<1>,1|O<2>}	C[5](C[5a]C[5a,6a]O[5a])(S[5]C[5])2{1|N<2>,2|C<3>,2|H<1>}	C[5](C[5]S[5]H)(S[5]C[5])(H){1|C<3>}	94.8034	0.654	23	94.8034	0.654	23     94.8034       0.654      23      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:Br-1:	S[5](C[5]C[6]N[5])(C[5]C[5]Br)	C[5](C[6]C[6]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]H)(S[5]C[5])(Br)	S[5](C[5]C[6]N[5])(C[5]C[5]Br){1|H<1>,2|C<3>}	C[5](C[6]C[6]2)(N[5]C[5])(S[5]C[5]){1|Br<1>,1|C<2>,1|C<3>,3|H<1>}	C[5](C[5]N[5]H)(S[5]C[5])(Br){1|C<3>}	88.5689	0.000	1	88.5689	0.000	1     88.5689       0.000      1      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]C)(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){3|C<3>}	C[5](C[6]C[6]2)(N[5]C[5])(S[5]C[5]){3|C<3>,3|H<1>}	C[5](C[5]N[5]C)(S[5]C[5])(H){1|C<3>}	89.0974	0.497	2	89.0974	0.497	2     89.0741       0.354      3      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6]N[5])(C[5]C[5]H)	C[5](C[6]C[6]O[6])(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]H)(S[5]C[5])(H)	S[5](C[5]C[6]N[5])(C[5]C[5]H){1|C<3>,1|H<1>,1|O<2>}	C[5](C[6]C[6]O[6])(N[5]C[5])(S[5]C[5]){2|C<4>,3|H<1>}	C[5](C[5]N[5]H)(S[5]C[5])(H){1|C<3>}	89.0274	0.000	1	89.0274	0.000	1     89.0741       0.354      3      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:Br-1:	S[5](C[5]C[6a]N[5])(C[5]C[5]Br)	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]H)(S[5]C[5])(Br)	S[5](C[5]C[6a]N[5])(C[5]C[5]Br){1|H<1>,2|C<3>}	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5]){1|Br<1>,2|C<3>,3|H<1>}	C[5](C[5]N[5]H)(S[5]C[5])(Br){1|C<3>}	89.7670	0.000	1	89.7670	0.000	1     89.7670       0.000      1      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]N[5])(C[5]C[5]H)	C[5](C[6a]C[5,6a]C[6a])(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]H)(S[5]C[5])(H)	S[5](C[5]C[6a]N[5])(C[5]C[5]H){1|H<1>,2|C<3>}	C[5](C[6a]C[5,6a]C[6a])(N[5]C[5])(S[5]C[5]){1|N<2>,2|C<3>,3|H<1>}	C[5](C[5]N[5]H)(S[5]C[5])(H){1|C<3>}	89.3265	0.000	1	89.3265	0.000	1     89.4233       0.240      8      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]N[5])(C[5]C[5]H)	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	S[5](C[5]C[6a]N[5])(C[5]C[5]H){3|C<3>}	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5]){3|C<3>,3|H<1>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){3|C<3>}	89.3285	0.343	3	89.3285	0.343	3     89.4233       0.240      8      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]N[5])(C[5]C[5]H)	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]C)(S[5]C[5])(H)	S[5](C[5]C[6a]N[5])(C[5]C[5]H){1|C<4>,2|C<3>}	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5]){1|C<4>,2|C<3>,3|H<1>}	C[5](C[5]N[5]C)(S[5]C[5])(H){1|C<3>}	89.6379	0.172	2	89.5186	0.179	4     89.4233       0.240      8      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]N[5])(C[5]C[5]H)	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]C)(S[5]C[5])(H)	S[5](C[5]C[6a]N[5])(C[5]C[5]H){1|C<4>,2|C<3>}	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5]){2|C<3>,2|C<4>,2|H<1>}	C[5](C[5]N[5]C)(S[5]C[5])(H){1|C<3>}	89.3315	0.000	1	89.5186	0.179	4     89.4233       0.240      8      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[6a]N[5])(C[5]C[5]H)	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]C)(S[5]C[5])(H)	S[5](C[5]C[6a]N[5])(C[5]C[5]H){3|C<3>}	C[5](C[6a]C[6a]2)(N[5]C[5])(S[5]C[5]){1|N<3>,2|H<1>,3|C<3>}	C[5](C[5]N[5]C)(S[5]C[5])(H){1|C<3>}	89.4669	0.000	1	89.5186	0.179	4     89.4233       0.240      8      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	C[6a]-3:N[5]-2:S[5]-2:	N[5]-3:S[5]-2:S-1:	S[5](C[5]C[6a]N[5])(C[5]N[5]S)	C[5](C[6a]C[6a]2)(N[5]N[5])(S[5]C[5])	C[5](N[5]N[5]H)(S[5]C[5])(S)	S[5](C[5]C[6a]N[5])(C[5]N[5]S){1|H<1>,2|C<3>}	C[5](C[6a]C[6a]2)(N[5]N[5])(S[5]C[5]){1|S<1>,2|C<3>,3|H<1>}	C[5](N[5]N[5]H)(S[5]C[5])(S){1|C<3>}	89.7688	0.000	1	89.7688	0.000	1     89.7688       0.000      1      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	N[5]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:Br-1:	S[5](C[5]C[5]Br)(C[5]N[5]2)	C[5](N[5]C[5]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]C[6a]N[5])(S[5]C[5])(Br)	S[5](C[5]C[5]Br)(C[5]N[5]2){1|C<4>,2|C<3>}	C[5](N[5]C[5]2)(N[5]C[5])(S[5]C[5]){1|Br<1>,1|C<3>,1|O<1>,2|C<4>,2|H<1>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(Br){1|N<3>,2|C<3>}	86.9363	0.166	2	86.9363	0.166	2     86.9363       0.166      2      94.0469     2.027     727
454	818	818	3:3:	3:2:2:	3:2:1:	C[5]-3:C[5]-3:	N[5]-3:N[5]-2:S[5]-2:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]H)(C[5]N[5]2)	C[5](N[5]C[5]2)(N[5]C[5])(S[5]C[5])	C[5](C[5]N[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]H)(C[5]N[5]2){1|C<3>,1|C<4>,1|H<1>}	C[5](N[5]C[5]2)(N[5]C[5])(S[5]C[5]){1|O<1>,1|O<2>,2|C<3>,3|H<1>}	C[5](C[5]N[5]H)(S[5]C[5])(H){1|N<3>}	88.2170	0.000	1	88.2170	0.000	1     87.7360       0.306      7      94.0469     2.027     727
